title,topicDistribution,dominant_topic
國際,"[0.00044245011769282125,0.9981462009100716,0.00046639906815136106,0.0004865310636748553,0.0004584188404093739]",1
健康,"[0.0018863040085469686,0.002360840286936026,0.0019950552796687733,0.9917935170115748,0.001964283413273423]",3
環境能源,"[0.0006356564112339355,0.5595184746241703,0.0006685596187758994,0.06828117806247173,0.3708961312833482]",1
健康,"[0.002847315798044503,0.3374954447152182,0.0030070532999694377,0.37372774346505006,0.28292244272171785]",3
健康,"[0.0001603958407003153,0.00019553633959852558,0.00016884563529955308,0.9198927383513603,0.07958248383304133]",3
生活,"[0.00036327876894418754,0.22298612582935887,0.000382624231804748,0.6420948320886584,0.13417313908123385]",3
政治與政策,"[0.00037259887087246445,0.3322691413775485,0.44299319516667646,0.22397776407930042,0.0003873005056021874]",2
生活,"[0.0017683295525974406,0.0021843821725641556,0.22651263787317044,0.0019417204394193742,0.7675929299622486]",4
國際,"[0.0008304045071003865,0.9009661979288606,0.06280090718434396,0.0009089030549382458,0.03449358732475669]",1
生活,"[0.0421754163165128,0.16208889814836427,0.0004650668596149652,0.0004843840846776055,0.7947862345908304]",4
生活,"[0.0005904337345455849,0.7365791466422497,0.045733828441949446,0.21648333512697676,0.0006132560542785676]",1
國際,"[0.0014156145243716268,0.9940724002268152,0.0014936680531769217,0.0015488113377395841,0.0014695058578965356]",1
健康,"[0.00033089668372995895,0.0004055606341491778,0.00034803956951568816,0.7175569057284377,0.2813585973841675]",3
生活,"[0.00044690566960862044,0.0005500342900761256,0.0004702815366318309,0.7486565214260195,0.24987625707766403]",3
生活,"[0.0005737695415187411,0.16587652849100168,0.8323213810986496,0.0006308697137934504,0.0005974511550364606]",2
政治與政策,"[0.9334159265096289,0.06610273566932083,0.00015888466049183815,0.0001656389295711682,0.0001568142309871027]",0
政治與政策,"[0.0016425558918533615,0.2709890537123048,0.7238637218536915,0.0018009076013902415,0.00170376094076005]",2
國際,"[0.001951712461519179,0.8249424074435795,0.002057426116820088,0.002146390745291224,0.16890206323279017]",1
科技資安,"[0.001981997561940966,0.8492761724268846,0.0020800686848605103,0.14460069256899136,0.002061068757322786]",1
國際,"[0.0004020634493221284,0.45605704729065333,0.00042376834033565564,0.5427002485396083,0.0004168723800806279]",3
政治與政策,"[0.0023301247015365526,0.002869420511502859,0.9898299391411093,0.0025583364885268527,0.002412179157324544]",2
健康,"[0.0003441519614109728,0.0004208811547186438,0.00036219643494081976,0.8082535808204891,0.19061918962844054]",3
政治與政策,"[0.10769183720152871,0.08471664438130182,0.8058380412833936,0.0009003059243475039,0.0008531712094281825]",2
政治與政策,"[0.8371194893462816,0.06813335759341818,0.09415924771257624,0.00030200168659709633,0.00028590366112681584]",0
生活,"[0.000652616636285074,0.8358926817986444,0.16205855749404086,0.000717794965032153,0.0006783491059976308]",1
國際,"[0.0014441776031158895,0.9939352698650735,0.001526875995170674,0.0015877380724710248,0.001505938464168784]",1
國際,"[0.04045072216798199,0.5313848683123403,0.05151346532594557,0.37596326449295925,0.000687679700772834]",1
環境能源,"[0.0011119265821126565,0.8781037323031838,0.0011691706574396268,0.0012227323122469213,0.11839243814501688]",1
環境能源,"[0.0008484258884160906,0.6609750399424592,0.00089368417565454,0.20999443075894705,0.12728841923452314]",1
生活,"[0.0007312180462225872,0.7724480173327224,0.0007675852676023269,0.03893975026551611,0.18711342908793677]",1
政治與政策,"[0.645918483604597,0.35314675985924215,0.00030974460777400846,0.00032104237366262564,0.0003039695547241265]",0
生活,"[0.0007579961031645258,0.6584309765851477,0.000799537876289586,0.0008331501450754981,0.33917833929032265]",1
健康,"[0.000982226577975621,0.0012182010414385912,0.0010354872730713729,0.6172935169191918,0.37947056818832253]",3
健康,"[0.0007565427269094128,0.2826888585588168,0.0007981729260149585,0.7149688318959404,0.0007875938923184036]",3
國際,"[0.0011201183404612252,0.9953058596813069,0.0011768683319727433,0.0012363120519837646,0.0011608415942753274]",1
健康,"[0.0005462912359353427,0.0006723468156775533,0.0005745219096629378,0.8715172957808931,0.12668954425783086]",3
科學研究,"[0.0011342833489503292,0.15618450584986923,0.0011934619485750306,0.31782897441846686,0.5236587744341386]",4
政治與政策,"[0.20717774261389116,0.5384432527996992,0.0005029891888142803,0.25338023466598,0.0004957807316154435]",1
政治與政策,"[0.15405978856589003,0.003274252081762694,0.8369604224472142,0.0029306703108628817,0.0027748665942701283]",2
健康,"[0.0007622556801064973,0.0009307906043414385,0.0008011952081574461,0.5397603452535371,0.45774541325385754]",3
生活,"[0.00139845739875491,0.7862203358152706,0.20939045929721473,0.0015382519945517131,0.0014524954942080116]",1
健康,"[0.5709547650591104,0.0005084429179036837,0.00043465017121437896,0.4276732633754752,0.0004288784762963383]",0
生活,"[0.0007324215375536501,0.000892519784228695,0.9968151490432952,0.0008015542596638907,0.0007583553752586167]",2
政治與政策,"[0.0006365503080712189,0.7157793114348895,0.2822303065363528,0.0006954485683013301,0.000658383152385131]",1
科學研究,"[0.0016584732794245164,0.00205503312063664,0.0017422496231947187,0.9928215511561268,0.0017226928206173161]",3
政治與政策,"[0.06316691680508554,0.00038395027937995,0.4824871839297418,0.45363873874523303,0.0003232102405596198]",2
國際,"[0.0011028129422263997,0.9526218181194529,0.04391816091512083,0.0012100738604434356,0.0011471341627562108]",1
生活,"[0.0008508479947569393,0.001051851409226569,0.0008910900874621382,0.0009328335799513406,0.9962733769286031]",4
國際,"[0.0008932408841584958,0.6569594729395825,0.3402298017506482,0.0009786732807256547,0.0009388111448850886]",1
國際,"[0.003958937631852315,0.7036374259098193,0.28393648221746026,0.004331089500397906,0.004136064740470157]",1
生活,"[0.0021901373753756537,0.9908235404532402,0.0023107746332107063,0.002401053605433178,0.002274493932740536]",1
國際,"[0.00082233904835285,0.9965483819828335,0.000870894322943124,0.0009019531025420305,0.0008564315433285533]",1
國際,"[0.0016023075514346515,0.4401780321170126,0.00168561435201542,0.554870440701471,0.00166360527806627]",3
生活,"[0.7946618499474069,0.0009223755257392161,0.0007881480524645351,0.20284959999353133,0.0007780264808580285]",0
政治與政策,"[0.38791321402409434,0.6076324012920573,0.0014734289513725501,0.0015331951960399618,0.0014477605364357586]",1
政治與政策,"[0.2922250642496163,0.0009678702067071411,0.6568128343295504,0.0008668622685174271,0.049127368945608756]",2
生活,"[0.0034028878282208845,0.367004015964509,0.6223560022245814,0.003720360026401305,0.003516733956287427]",2
政治與政策,"[0.6646048353924157,0.18196800622688286,0.15124898402175885,0.0011190414499411849,0.0010591329090015738]",0
科技資安,"[0.03224879733084254,0.7755623679134088,0.06756122001497003,0.0006405334928712751,0.1239870812479075]",1
國際,"[0.00048321455976452606,0.8123444122437351,0.12328025978176507,0.06339078841572306,0.0005013249990121479]",1
健康,"[0.0004670624485253716,0.0005693950147695337,0.0004905911443808524,0.6363814708604708,0.3620914805318535]",3
政治與政策,"[0.00032427000059103556,0.8666454359175266,0.0003411528122929622,0.10027210555851646,0.03241703571107295]",1
健康,"[0.01382666440004682,0.016844034759546562,0.014320677740296796,0.5345692335354233,0.42043938956468657]",3
政治與政策,"[0.38433885172067955,0.0009303784471687449,0.6131163609728482,0.0008317447284892293,0.0007826641308142509]",2
生活,"[0.002497510889723447,0.1996240972560193,0.5517490385199746,0.2435342308224021,0.0025951225118807466]",2
生活,"[0.0013129339867071915,0.19542437426284887,0.6995379995513946,0.0014313952749445968,0.10229329692410465]",2
政治與政策,"[0.11383156035537446,0.20662381943290994,0.03576890674475977,0.48485214310782304,0.15892357035913282]",3
生活,"[0.0010200195906244645,0.5139773305777021,0.0010736128447476198,0.0011255624842272216,0.4828034745026988]",1
政治與政策,"[0.18494163386151416,0.4809400944365032,0.32688510894030365,0.0037183210618129832,0.0035148416998658934]",1
生活,"[0.0004990944473353093,0.0006165207932823987,0.9978176099867325,0.0005497997938043042,0.0005169749788454497]",2
國際,"[0.0015887052608082783,0.7187588445844867,0.2762587533862067,0.001743650638101958,0.0016500461303964689]",1
國際,"[0.0006321501964810926,0.9737759564888884,0.024241949883296417,0.000692800642320808,0.000657142789013269]",1
健康,"[0.00048118238395065033,0.0005874198878380052,0.0005053343421291456,0.9979234605705846,0.0005026028154977068]",3
科技資安,"[0.6187121435431556,0.33371499298533425,0.01576345160701059,0.01635193757099077,0.015457474293508647]",0
健康,"[0.0003575721862898432,0.0004493267340766744,0.0003756212476448638,0.9705654918152887,0.028251988016699973]",3
政治與政策,"[0.9974664466362523,0.0007067729264079541,0.0006045545511371416,0.0006276566101651705,0.0005945692760374894]",0
國際,"[0.0016242033556886856,0.811223167470157,0.0017114981716066567,0.18375380889503481,0.001687322107512839]",1
政治與政策,"[0.674917947681218,0.008664506337708513,0.3013187216307385,0.007761932994257693,0.007336891356077485]",0
國際,"[0.0025358885105035067,0.9893692063403444,0.0026726170889104926,0.002792238845550242,0.002630049214691324]",1
國際,"[0.05354930166427008,0.9450698860737449,0.00045508518777796986,0.000476253406119073,0.00044947366808793023]",1
健康,"[0.000588296977079505,0.0007214753264039265,0.0006195864437721409,0.9974583927914963,0.0006122484612481737]",3
國際,"[0.0013610612003484288,0.99430375883217,0.0014310028848953538,0.0014918323775093651,0.0014123447050767496]",1
國際,"[0.0004056150261655616,0.6060579761765278,0.3926711961221618,0.000444299031066869,0.0004209136440779893]",1
政治與政策,"[0.002853502626388821,0.003477993170821351,0.8228945689253657,0.003121247622189979,0.16765268765523403]",2
健康,"[0.00023855044852809322,0.00029167385249058593,0.00025116037950542595,0.2798805883191083,0.7193380270003675]",4
國際,"[0.0032499359803236675,0.9864298147966509,0.003410803694720863,0.0035469336232637305,0.0033625119050408134]",1
國際,"[0.0024979779071726,0.8830924605884135,0.10907592610523052,0.0027376588669368097,0.0025959765322466966]",1
健康,"[0.04366606459534613,0.0013350488105787523,0.0011289714810917507,0.9527519793277834,0.0011179357852000135]",3
生活,"[0.10476884218458647,0.00294508272600559,0.88719574743806,0.0026146244338391953,0.0024757032175086453]",2
科技資安,"[0.0010705500520778372,0.9955184392022585,0.001124416981910926,0.0011753939080048263,0.0011111998557481364]",1
政治與政策,"[0.7941488226371396,0.0007269056801636498,0.0006246201069937684,0.0006511201800326373,0.2038485313956703]",0
健康,"[0.037341336402879496,0.002850425910214685,0.0024032210143569337,0.7324836625807037,0.22492135409184524]",3
健康,"[0.0005055397241660696,0.0006183378768598254,0.0005313485531293012,0.5055491738121635,0.4927956000336812]",3
政治與政策,"[0.0011091951085018727,0.33547771578705793,0.6610502871714422,0.0012130195299916327,0.0011497824030062835]",2
政治與政策,"[0.9977982700741743,0.0006120732677184035,0.0005269303953763625,0.0005458799096173091,0.0005168463531136498]",0
健康,"[0.01654702566363903,0.0007564020546543248,0.0006469214542452294,0.8061068305989844,0.1759428202284771]",3
國際,"[0.001265268561569151,0.7847248288332677,0.001338406943515487,0.11872652621090043,0.09394496945074735]",1
生活,"[0.5426902360014588,0.0012530686126779045,0.0010768920533150521,0.0011177413570667475,0.45386206197548157]",0
生活,"[0.005423268657324181,0.006723712857270073,0.005703397563361726,0.9765107888291006,0.005638832092943486]",3
健康,"[0.00047403986222034817,0.23192575713414784,0.03542051332149604,0.7316874749963554,0.0004922146857804088]",3
生活,"[0.0008998647260048759,0.0011014176767007733,0.9960816055715331,0.0009846674203336573,0.0009324446054275304]",2
政治與政策,"[0.0006886872591985957,0.8899857839490416,0.0007242971374729948,0.107886693788269,0.0007145378660178207]",1
健康,"[0.0005296769540409041,0.0006514747515184916,0.0005590332160256453,0.9977073498427357,0.0005524652356794206]",3
健康,"[0.0003153039448805767,0.0003859659426400374,0.00033248293867449706,0.9986367489076801,0.00032949826612482325]",3
生活,"[0.22567353986688402,0.0005177343041068427,0.4704676940462761,0.0004605180034807907,0.30288051377925235]",2
國際,"[0.262794590782628,0.29783809622617563,0.001071285271218437,0.06729867299272309,0.37099735472725487]",4
政治與政策,"[0.0005477028556575054,0.041382668687943436,0.9569007332985829,0.0006007156118404297,0.0005681795459755864]",2
生活,"[0.2768648332272109,0.000616460925747628,0.07503301371422888,0.0005497132883104524,0.6469359788445022]",4
政治與政策,"[0.002773600264115125,0.9163007938668467,0.07504503278698565,0.003023587561239881,0.002856985520812624]",1
環境能源,"[0.12695333546915907,0.1475883155236817,0.7242201753428302,0.0006354085793678166,0.0006027650849611317]",2
政治與政策,"[0.9982202701532022,0.0004982006132979167,0.00042297278370189925,0.00044060699771690217,0.00041794945208093587]",0
健康,"[0.00034703546967832855,0.0004254239442956761,0.021764138460903134,0.7910269792451693,0.18643642287995357]",3
生活,"[0.001115493956394269,0.8484964928801093,0.001175485778810634,0.14805087117882695,0.001161656205858876]",1
國際,"[0.0022524622921357654,0.14149583688038908,0.0023683549700708154,0.8515423774724326,0.002340968384971637]",3
國際,"[0.002135139873471898,0.0026510374156452875,0.002252214521744116,0.9907398489816355,0.0022217592075032236]",3
生活,"[0.00034656478651821465,0.0004255272763766874,0.0003636466340733045,0.4567784573006457,0.542085804002386]",4
健康,"[0.0006302048650106958,0.1346145961972383,0.15443571323147892,0.551926719029077,0.15839276667719515]",3
生活,"[0.00040782822472375127,0.0004993957167978973,0.9982231494173388,0.0004467413705888793,0.0004228852705506859]",2
國際,"[0.0008122074624379167,0.49091234717861404,0.1731611178311971,0.0008951089065493592,0.3342192186212016]",1
政治與政策,"[0.998638913369673,0.0003785903579246106,0.0003252057813007628,0.00033777563763848846,0.00031951485346318475]",0
健康,"[0.0007218932910339514,0.0008810340975441487,0.0007592913478728663,0.99688511581843,0.0007526654451190676]",3
健康,"[0.00040302069722788857,0.0004987471682258841,0.0004243250171374703,0.9982533671847923,0.0004205399326164412]",3
國際,"[0.10257639467619908,0.6518934221095685,0.001159935433594306,0.10999990740438173,0.13437034037625653]",1
國際,"[0.0013088250662539934,0.9945134166317494,0.0013843324032883388,0.0014344478117804904,0.0013589780869277719]",1
健康,"[0.08634401353197695,0.10570077870088468,0.0920231262811171,0.626458887259523,0.08947319422649834]",3
國際,"[0.0007586580438568656,0.74163010980557,0.0007960879953318686,0.2560297206927012,0.0007854234625402367]",1
健康,"[0.0005037172079221826,0.4108532493105203,0.0005286509075540573,0.5875905242987912,0.0005238582752123723]",3
國際,"[0.0018850346714494317,0.9921054746195487,0.0019848789856131547,0.0020683795021148974,0.0019562322212737784]",1
科技資安,"[0.0006405832039192952,0.9623609394484092,0.0006741280415219136,0.000702899814690952,0.035621449491458596]",1
生活,"[0.000749903881872938,0.0009144892407750247,0.9967416283897524,0.000819494261497813,0.0007744842261018764]",2
國際,"[0.11134267957530654,0.8065886257226006,0.08051620608820023,0.0007968642767101977,0.0007556243371822573]",1
國際,"[0.0009168166633546932,0.886744081352086,0.0009622034775650293,0.11042377575153228,0.000953122755462111]",1
生活,"[0.17054058444773157,0.5408074213413836,0.13862670440987848,0.0008315481221252658,0.14919374167888122]",1
科技資安,"[0.21705654430093174,0.6446922498939048,0.0005310859279292662,0.13719750736868197,0.0005226125085519755]",1
健康,"[0.0004545438760904733,0.0005580146607495446,0.00047767662134000274,0.9032442270551654,0.09526553778665459]",3
國際,"[0.0006230556096920354,0.6640479637666504,0.0006560065255005134,0.3340257782071704,0.0006471958909866088]",1
政治與政策,"[0.09100615910755895,0.0008982183172074325,0.8087833081376009,0.0985506876292648,0.0007616268083678896]",2
國際,"[0.09885474780199248,0.8236103311975393,0.0006719524647300866,0.03323070555681338,0.0436322629789248]",1
國際,"[0.0016116097068522121,0.38469043070032566,0.1214397276554154,0.3376206849121213,0.1546375470252854]",1
科技資安,"[0.003692561467249819,0.8502044345883234,0.13824529761761528,0.0040348994269210426,0.0038228068998904935]",1
政治與政策,"[0.19734866473951587,0.1501695608659885,0.6467219560979889,0.0029595375713791726,0.002800280725127503]",2
健康,"[0.0009058830668728898,0.0011151185713218518,0.0009507536535802453,0.5849346010771007,0.41209364363112433]",3
政治與政策,"[0.6132267500197501,0.0001990695713168452,0.05334754774337414,0.29229119903404,0.04093543363151888]",0
國際,"[0.0008694217861601593,0.8685171396572945,0.0009151594069428678,0.1287976233128126,0.0009006558367897971]",1
環境能源,"[0.0003310083087672632,0.5358023092544665,0.000348733047136272,0.0003637009074151217,0.46315424848221487]",1
政治與政策,"[0.0019179023000804416,0.002325444868520141,0.9916920126387007,0.0020879951711234974,0.0019766450215752537]",2
健康,"[0.0002384090396811044,0.0002917870777862154,0.00025077089691325844,0.9989704503134457,0.0002485826721736457]",3
國際,"[0.0006385606395920703,0.5106286051736204,0.0006732542778746602,0.0007023905272177242,0.4873571893816952]",1
環境能源,"[0.0005464348406958535,0.2305461502611063,0.0005745876536683577,0.42568907827605157,0.34264374896847793]",3
健康,"[0.0006808392184088037,0.0008321755214335363,0.0007167553788743059,0.9970614767452471,0.0007087531360361322]",3
國際,"[0.002386063105906021,0.8041410902754532,0.002516850523727322,0.18847951157149367,0.002476484523419538]",1
國際,"[0.0012402017355010492,0.7440639991368665,0.15889269447446963,0.09451348756685599,0.0012896170863068988]",1
科技資安,"[0.03370543907944817,0.8939046758638348,0.00037787789750787503,0.00039485403308185213,0.07161715312612732]",1
國際,"[0.0006703948894197586,0.8066317113816238,0.0007038837521849502,0.19129716581855197,0.0006968441582195484]",1
生活,"[0.14121304048044722,0.6546636411240905,0.201394244125665,0.0014059772255871493,0.0013230970442102072]",1
國際,"[0.0006838734447633816,0.9597092095827362,0.0007211007877314993,0.038172647125761926,0.0007131690590069827]",1
國際,"[0.31403850475151984,0.6786642238838905,0.002400133368821587,0.0025228258410927803,0.002374312154675392]",1
健康,"[0.000638917144501119,0.0007875936035940848,0.0006715234645110585,0.9043545814189202,0.09354738436847353]",3
國際,"[0.001279320670166306,0.8587216214359278,0.0013449438186026689,0.13733183359415937,0.0013222804811438495]",1
健康,"[0.0008115130481071533,0.10966445809912805,0.0008562403527690634,0.5699416389052288,0.3187261495947669]",3
健康,"[0.00079857477014815,0.0009730594466080496,0.0008365840454912592,0.9965640001286832,0.0008277816090693001]",3
健康,"[0.0058199142360744315,0.25218086848404625,0.006238419934448956,0.7297182886204523,0.006042508724978144]",3
健康,"[0.0004785768563379678,0.26885752089353854,0.000504789306139884,0.729662811808768,0.0004963011352155553]",3
國際,"[0.0005832166779452807,0.7924243473250359,0.0006168894946679513,0.2057705559356505,0.000604990566700425]",1
國際,"[0.04826572135144697,0.7854168814870115,0.04928486388423244,0.1164443490008942,0.0005881842764147313]",1
國際,"[0.24382709803606045,0.6219452625699764,0.0023878582550563654,0.12949726820835697,0.002342512930549814]",1
健康,"[0.0002516968848175669,0.00031055907254924663,0.0002643182711271415,0.871172286348813,0.12800113942269312]",3
國際,"[0.0016615281808069306,0.5891358349737258,0.40564995323766684,0.00182798103507091,0.0017247025727295888]",1
國際,"[0.0006506482528253775,0.33056964267313693,0.15041591416096775,0.517687813170363,0.0006759817427068685]",3
健康,"[0.07638293441001848,0.00048027320612793517,0.0004132409561823252,0.9223160440622461,0.0004075073654250923]",3
國際,"[0.0014736890530804455,0.5678746389619371,0.0015639478436766329,0.42755659022757886,0.0015311339137269262]",1
健康,"[0.0014947471987156076,0.0018306475526219316,0.0015631853907789903,0.7158713988495125,0.2792400210083711]",3
國際,"[0.0007738543786039319,0.950891108456024,0.0008116607909395449,0.04672237541274578,0.0008010009616867817]",1
政治與政策,"[0.14006279408233357,0.0018261832195195938,0.8549272031690678,0.0016393956362717884,0.0015444238928072817]",2
健康,"[0.0017853691808215621,0.0021837949978038267,0.0018765212877745005,0.9922991424384474,0.0018551720951527468]",3
國際,"[0.1397668485344058,0.8183086947233607,0.0012641646820832882,0.03940375654399901,0.0012565355161510722]",1
生活,"[0.000735048188857218,0.6860646118493112,0.2123480301339541,0.10008622284854729,0.0007660869793300954]",1
健康,"[0.0011185942835458035,0.0013707018658991764,0.018946680206014758,0.8584174262456279,0.1201465973989123]",3
生活,"[0.0010059694487917087,0.09606133960999509,0.001061404698799306,0.5068755301227887,0.39499575611962506]",3
健康,"[0.00022833899705369348,0.0002786467472192154,0.00023929291324399364,0.6165336810912628,0.38272004025122025]",3
國際,"[0.03533654135072623,0.7901391272661377,0.0016900762104177748,0.17115264515457926,0.001681610018139053]",1
健康,"[0.0003397269455064155,0.16783711793480202,0.00035754067697112504,0.8311137264642348,0.00035188797848557783]",3
國際,"[0.0008608682301644119,0.8993468665218938,0.043882515047855515,0.055020140633078266,0.0008896095670079693]",1
健康,"[0.37277680656172196,0.0006327744014529727,0.000541332057597006,0.28884106349284866,0.33720802348637957]",0
健康,"[0.000311375149428147,0.0003814214415186997,0.0003278378926301024,0.9825428481191817,0.016436517397241376]",3
國際,"[0.004639706494519968,0.9163026489537411,0.004885944185659325,0.06934769510330607,0.00482400526277352]",1
國際,"[0.1049250679648381,0.8820807493148892,0.004270220040888401,0.004513175490264591,0.004210787189119757]",1
國際,"[0.0009671826315954794,0.8462939767633634,0.07933357032051039,0.07240474699685036,0.0010005232876805562]",1
健康,"[0.004055360049895938,0.22347275276574846,0.004273714490114696,0.7639735740670079,0.004224598627233014]",3
政治與政策,"[0.33647086856411884,0.000332944175319968,0.19388725465986079,0.4690289063050101,0.00028002629569036077]",3
國際,"[0.2647276018887244,0.5548322818026428,0.1790257328873267,0.0007290996421863057,0.0006852837791196219]",1
國際,"[0.001974327912676861,0.6419431076385255,0.002076236442065957,0.3519353586978484,0.002070969308883314]",1
健康,"[0.0001850022179367631,0.00022738363487141355,0.00019430175690113353,0.999200569926378,0.00019274246391276468]",3
國際,"[0.000867839284253624,0.9963598028738752,0.0009149704061073731,0.0009523309286088035,0.0009050565071551239]",1
生活,"[0.002458362012394972,0.34203263411225965,0.002591270915031875,0.5619864771603257,0.09093125579998775]",3
國際,"[0.0005144271678071558,0.17691695988539244,0.0005410937040958087,0.8214938654028955,0.0005336538398092215]",3
健康,"[0.00035439560356819133,0.00043233813778438887,0.000371174901010682,0.8476182213257673,0.15122387003186955]",3
國際,"[0.0013880598996237829,0.8252846622205048,0.17034990964028252,0.001532746540064913,0.0014446216995238773]",1
國際,"[0.0009898578879735133,0.9444229143740818,0.05247012337977844,0.0010900542632246081,0.001027050094941645]",1
國際,"[0.0005993968426701371,0.18592413449244868,0.0006300628543766905,0.8122235432838966,0.0006228625266078843]",3
國際,"[0.014902691430375781,0.9375054415103685,0.01564594313652468,0.016376469601905568,0.015569454320825517]",1
國際,"[0.2881364756902655,0.5755390608700126,0.0012906890946310539,0.13376178702404268,0.001271987321048234]",1
生活,"[0.0006999098510071301,0.7495857268952506,0.024969534298206426,0.11378564123209334,0.11095918772344242]",1
健康,"[0.0005126057109910797,0.0006277027726734514,0.000539453106068234,0.9977858916357559,0.0005343467745113053]",3
健康,"[0.002533777647350784,0.003148179412216203,0.002675723563368818,0.9890050616351794,0.002637257741884692]",3
生活,"[0.21889853782855317,0.6074135256714729,0.17206961942175866,0.000832801390344992,0.0007855156878703638]",1
國際,"[0.00035060750646934597,0.9217578979142684,0.046166438016269656,0.0313612174962824,0.00036383906671030034]",1
國際,"[0.001202864967675229,0.6945621072843046,0.12923417757683364,0.1737539273371376,0.0012469228340487933]",1
健康,"[0.002107905275191347,0.002576008659565558,0.0022115139518924807,0.9909222842074911,0.0021822879058595894]",3
健康,"[0.0008833372396686327,0.0010958647251781224,0.0009274386040765037,0.99617680284006,0.000916556591016715]",3
健康,"[0.0006897372226130317,0.0008459756793650251,0.0007240210246932825,0.9970260308884801,0.0007142351848486154]",3
健康,"[0.0007938579278485183,0.0009726737259033712,0.0008321664247019617,0.8436086503024423,0.15379265161910388]",3
國際,"[0.0013521016847695604,0.6511531137431874,0.0014277743901345646,0.34466406632871016,0.0014029438531983347]",1
健康,"[0.0003022129609150743,0.00037055934789935127,0.00031756346904031964,0.40973407598200645,0.5892755882401388]",4
健康,"[0.05318126993389619,0.31076150091641475,0.00233581541621685,0.6314066512263733,0.0023147625070991072]",3
國際,"[0.0013832603866577335,0.9201753463382126,0.0014559392959462166,0.0015156395544834883,0.07546981442470004]",1
國際,"[0.0011913077765231324,0.9033372872152344,0.05988795357994879,0.0013082365077487451,0.03427521492054505]",1
國際,"[0.05147044800587708,0.8711953288626717,0.0014790827491761016,0.074395650551103,0.0014594898311722623]",1
科學研究,"[0.00040471785155778194,0.0004975651696961103,0.00042597748063191704,0.680477629977421,0.3181941095206932]",3
科學研究,"[0.0018208608721381496,0.13923772332404763,0.0019143183657752095,0.8551350358464912,0.001892061591547921]",3
生活,"[0.8820439646892566,0.11602251913593191,0.000636198864742882,0.0006673854737544366,0.0006299318363142498]",0
國際,"[0.07004724303595082,0.36739416404153336,0.00025198535768215894,0.5620581835002175,0.00024842406461618373]",3
國際,"[0.022411158511581993,0.9755272352738534,0.0006813958099074321,0.0007099740483664407,0.0006702363562907304]",1
國際,"[0.0008940922272384293,0.9962522905048915,0.0009444182705841152,0.0009788129902783293,0.0009303860070076567]",1
國際,"[0.0926783915385691,0.779381321483104,0.00035315285448321544,0.1272388633389063,0.00034827078493735114]",1
健康,"[0.003780553237200406,0.7406003291446536,0.003966617080816134,0.24771539904664522,0.003937101490684758]",1
國際,"[0.0006750175449190996,0.5773523030987218,0.0007090736720203701,0.4205658174694104,0.0006977882149283199]",1
國際,"[0.0008433544749511319,0.9051461938513385,0.0008817102677560565,0.09225918535012688,0.0008695560558274514]",1
生活,"[0.0008549776759242481,0.0010489325999406055,0.0008974221861660549,0.9963098235389103,0.0008888439990588374]",3
國際,"[0.0006114180241387252,0.8933655447035622,0.03256230723119628,0.07282424228914292,0.0006364877519599508]",1
國際,"[0.0014769963692214938,0.9938266309250657,0.0015505551545518018,0.0016133474256478696,0.0015324701255131537]",1
科學研究,"[0.0011809241951214935,0.7131502071887202,0.0012407589100988008,0.283200977829798,0.0012271318762612882]",1
國際,"[0.1936830056809208,0.25928719364509306,0.0003806101728960238,0.546274162086766,0.0003750284143240031]",3
國際,"[0.0006846822649440945,0.7103281054710534,0.0007193680401740056,0.2875582309566426,0.0007096132671859147]",1
環境能源,"[0.0005189498790074482,0.1601178765270711,0.0005474520277163074,0.23314495053908738,0.6056707710271177]",4
政治與政策,"[0.000535052849644423,0.5871624887549426,0.1256319845653748,0.28611764750589197,0.000552826324146059]",1
政治與政策,"[0.9428407154491198,0.0002930045605721778,0.00024986495775931145,0.056370315688636145,0.00024609934391254395]",0
政治與政策,"[0.20942362837857836,0.5546038444902124,0.0017960830548327444,0.23240534944801403,0.0017710946283625746]",1
國際,"[0.0005018419357135224,0.516725266043406,0.0005257853167051764,0.481728292374621,0.0005188143295544901]",1
生活,"[0.5116975141113856,0.0007748114727220566,0.2846846978707339,0.0006884879871281028,0.20215448855803025]",0
生活,"[0.5083778343601539,0.20705186504231698,0.16862966127926016,0.0006590016628507993,0.1152816376554181]",0
生活,"[0.2688219945634712,0.7040769283033101,0.0013239172932150772,0.0013780264472365402,0.02439913339276695]",1
科學研究,"[0.0007144536496181849,0.17234652350228913,0.000750008212454084,0.8254460506387337,0.0007429639969049787]",3
生活,"[0.9977044347708401,0.0006416980773696205,0.0005456728617799471,0.0005713602868787717,0.0005368340031313206]",0
國際,"[0.2843301882992243,0.002034835963891372,0.0017235432837266651,0.7102134057275397,0.0016980267256180193]",3
生活,"[0.0012033440529917077,0.7105775001518021,0.28565037444260877,0.0013181202732406557,0.0012506610793568474]",1
國際,"[0.0012099307628215385,0.6891145426728851,0.0012790488474080804,0.0013297071438385932,0.3070667705730467]",1
生活,"[0.28433582421104386,0.22038329576086013,0.001415661276842087,0.0014719472771241662,0.49239327147412976]",4
健康,"[0.0013092215674810463,0.6017145965153385,0.0013758711472795437,0.3942430434875223,0.001357267282378676]",1
生活,"[0.9981146357382361,0.0005256838991648586,0.0004482619341062303,0.00046933813760611387,0.0004420802908867282]",0
生活,"[0.1643195130396558,0.0009970582760821382,0.8329482550211219,0.0008906798714057063,0.0008444937917344394]",2
